                         baronBM  baronBMc  baronHR  baronHRc  cplexBM  cplexHRc  knitroBM  knitroBMc  knitroHR  knitroHRc  mosekBM  mosekBM.2  mosekBMc  mosekBMc.2  mosekHRc  mosekHRc.2  sbbknitroBM  sbbknitroBMc  sbbknitroHR  sbbknitroHRc  sbbmosekBM  sbbmosekBMc  sbbmosekHR  sbbmosekHRc
exp_random_2_2_2_10            -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_2             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_3             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_4             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_5             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_6             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_7             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_8             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_2_2_2_9             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_1           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_10          -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_2           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_3           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_4           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_5           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_6           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_7           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_8           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_10_9           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_1            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_10           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_2            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_3            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_4            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_5            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_6            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_7            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_8            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_10_5_9            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_1            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_10           -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_2            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_3            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_4            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_5            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_6            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_7            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_8            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_10_9            -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_1             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_10            -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_2             -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_3             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_4             -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_5             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_6             -         -        -       3.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_7             -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_8             -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
exp_random_5_5_5_9             -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_10_20_1_1               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_10_20_1_10              -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_10_20_1_2               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
